NN;nnNZ;nnSample;Sample;NZ_id;йНПНАЙЮ;цНД;йНД;оп;ой;йПЮР_оп;йПЮР_ой;<1520;дСАКЭ;кХВ. йНД;оп2;ой2;
2906;1106;42;DG66-1340-0900;DG03M;19;2021;1340-0900;1340;900;хярхмю;хярхмю;+;кнфэ;;1340;0900;
2907;1107;43;DG66-0300-0240;DG03M;19;2021;0300-0240;300;240;хярхмю;хярхмю;+;кнфэ;;0300;0240;
2908;1108;44;DG66-0300-0320;DG03M;19;2021;0300-0320;300;320;хярхмю;хярхмю;+;кнфэ;;0300;0320;
2909;1109;45;DG66-0320-0440;DG03M;19;2021;0320-0440;320;440;хярхмю;хярхмю;+;кнфэ;;0320;0440;
2910;1110;46;DG66-1280-0900;DG03M;19;2021;1280-0900;1280;900;хярхмю;хярхмю;+;кнфэ;;1280;0900;
2911;1111;47;DG66-0320-0460;DG03M;19;2021;0320-0460;320;460;хярхмю;хярхмю;+;кнфэ;;0320;0460;
2912;1112;48;DG66-0540-0360;DG03M;19;2021;0540-0360;540;360;хярхмю;хярхмю;+;кнфэ;;0540;0360;
2913;1113;49;DG66-0560-0420;DG03M;19;2021;0560-0420;560;420;хярхмю;хярхмю;+;кнфэ;;0560;0420;
2914;1114;50;DG66-0300-0380;DG03M;19;2021;0300-0380;300;380;хярхмю;хярхмю;+;кнфэ;;0300;0380;
3137;75;1;DG66-0760-1480K;DG04M;20;2021;0760-1480K;760;1480K;хярхмю;#гмюв!;кнфэ;кнфэ;;0760;1480K;
3138;76;2;DG66-0620-1180;DG04M;20;2021;0620-1180;620;1180;хярхмю;хярхмю;+;кнфэ;;0620;1180;
3139;77;3;DG66-1360-1220;DG04M;20;2021;1360-1220;1360;1220;хярхмю;хярхмю;+;кнфэ;;1360;1220;
3140;78;4;DG66-0560-1180;DG04M;20;2021;0560-1180;560;1180;хярхмю;хярхмю;+;кнфэ;;0560;1180;
3141;79;5;DG66-0540-1140;DG04M;20;2021;0540-1140;540;1140;хярхмю;хярхмю;+;кнфэ;;0540;1140;
3142;80;6;DG66-0500-1120;DG04M;20;2021;0500-1120;500;1120;хярхмю;хярхмю;+;кнфэ;;0500;1120;
3143;81;7;DG66-0320-1100;DG04M;20;2021;0320-1100;320;1100;хярхмю;хярхмю;+;кнфэ;;0320;1100;
3144;82;8;DG66-1380-1240;DG04M;20;2021;1380-1240;1380;1240;хярхмю;хярхмю;+;кнфэ;;1380;1240;
3145;83;9;DG66-1380-1360;DG04M;20;2021;1380-1360;1380;1360;хярхмю;хярхмю;+;кнфэ;;1380;1360;
3146;84;10;DG66-1380-1380;DG04M;20;2021;1380-1380;1380;1380;хярхмю;хярхмю;+;кнфэ;;1380;1380;
3147;85;11;DG66-0540-1180;DG04M;20;2021;0540-1180;540;1180;хярхмю;хярхмю;+;кнфэ;;0540;1180;
3148;86;12;DG66-0640-1200;DG04M;20;2021;0640-1200;640;1200;хярхмю;хярхмю;+;кнфэ;;0640;1200;
3149;87;13;DG66-0540-1160;DG04M;20;2021;0540-1160;540;1160;хярхмю;хярхмю;+;кнфэ;;0540;1160;
3150;88;14;DG66-0420-1120;DG04M;20;2021;0420-1120;420;1120;хярхмю;хярхмю;+;кнфэ;;0420;1120;
3151;89;15;DG66-1380-1280;DG04M;20;2021;1380-1280;1380;1280;хярхмю;хярхмю;+;кнфэ;;1380;1280;
3152;90;16;DG66-0580-1160;DG04M;20;2021;0580-1160;580;1160;хярхмю;хярхмю;+;кнфэ;;0580;1160;
3153;91;17;DG66-0620-1220;DG04M;20;2021;0620-1220;620;1220;хярхмю;хярхмю;+;кнфэ;;0620;1220;
3154;92;18;DG66-0500-1160;DG04M;20;2021;0500-1160;500;1160;хярхмю;хярхмю;+;кнфэ;;0500;1160;
3155;93;19;DG66-0660-1220;DG04M;20;2021;0660-1220;660;1220;хярхмю;хярхмю;+;кнфэ;;0660;1220;
3156;94;20;DG66-0500-1120K;DG04M;20;2021;0500-1120K;500;1120K;хярхмю;#гмюв!;кнфэ;кнфэ;;0500;1120K;
3157;95;21;DG66-0640-1220;DG04M;20;2021;0640-1220;640;1220;хярхмю;хярхмю;+;кнфэ;лл287;0640;1220;
3158;96;22;DG66-1380-1020;DG04M;20;2021;1380-1020;1380;1020;хярхмю;хярхмю;+;кнфэ;цп799;1380;1020;
3159;97;23;DG66-1400-1080;DG04M;20;2021;1400-1080;1400;1080;хярхмю;хярхмю;+;кнфэ;цп794;1400;1080;
3160;98;24;DG66-0360-1120;DG04M;20;2021;0360-1120;360;1120;хярхмю;хярхмю;+;кнфэ;дю837;0360;1120;
3161;99;25;DG66-1400-1060;DG04M;20;2021;1400-1060;1400;1060;хярхмю;хярхмю;+;кнфэ;цп795;1400;1060;
3162;100;26;DG66-1380-1100;DG04M;20;2021;1380-1100;1380;1100;хярхмю;хярхмю;+;кнфэ;цп803;1380;1100;
3163;101;27;DG66-0600-1180;DG04M;20;2021;0600-1180;600;1180;хярхмю;хярхмю;+;кнфэ;лл262;0600;1180;
3164;102;28;DG66-0560-1160;DG04M;20;2021;0560-1160;560;1160;хярхмю;хярхмю;+;кнфэ;лл279;0560;1160;
3165;103;29;DG66-0500-1140;DG04M;20;2021;0500-1140;500;1140;хярхмю;хярхмю;+;кнфэ;лл272;0500;1140;
3166;104;30;DG66-0540-1160K;DG04M;20;2021;0540-1160K;540;1160K;хярхмю;#гмюв!;кнфэ;кнфэ;лл266;0540;1160K;
3167;105;31;DG66-1360-1300;DG04M;20;2021;1360-1300;1360;1300;хярхмю;хярхмю;+;кнфэ;цп765;1360;1300;
3168;106;32;DG66-1400-1100;DG04M;20;2021;1400-1100;1400;1100;хярхмю;хярхмю;+;кнфэ;цп793;1400;1100;
3169;107;33;DG66-0740-1480;DG04M;20;2021;0740-1480;740;1480;хярхмю;хярхмю;+;кнфэ;йб685;0740;1480;
3170;108;34;DG66-1400-1220;DG04M;20;2021;1400-1220;1400;1220;хярхмю;хярхмю;+;кнфэ;цп787;1400;1220;
3171;109;35;DG66-1380-1120;DG04M;20;2021;1380-1120;1380;1120;хярхмю;хярхмю;+;кнфэ;цп804;1380;1120;
3172;110;36;DG66-0520-1140;DG04M;20;2021;0520-1140;520;1140;хярхмю;хярхмю;+;кнфэ;лл275;0520;1140;
3173;111;37;DG66-0420-1440;DG04M;20;2021;0420-1440;420;1440;хярхмю;хярхмю;+;кнфэ;дю816;0420;1440;
3174;112;38;DG66-0560-1180K;DG04M;20;2021;0560-1180K;560;1180K;хярхмю;#гмюв!;кнфэ;кнфэ;лл265;0560;1180K;
3175;113;39;DG66-0560-1140;DG04M;20;2021;0560-1140;560;1140;хярхмю;хярхмю;+;кнфэ;лл278;0560;1140;
3176;114;40;DG66-1400-1280;DG04M;20;2021;1400-1280;1400;1280;хярхмю;хярхмю;+;кнфэ;цп784;1400;1280;
3177;115;41;DG66-1360-1340;DG04M;20;2021;1360-1340;1360;1340;хярхмю;хярхмю;+;кнфэ;цп763;1360;1340;
3178;116;42;DG66-0340-1100;DG04M;20;2021;0340-1100;340;1100;хярхмю;хярхмю;+;кнфэ;дю839;0340;1100;
3179;117;43;DG66-0300-1100;DG04M;20;2021;0300-1100;300;1100;хярхмю;хярхмю;+;кнфэ;дю841;0300;1100;
3180;118;44;DG66-0580-1180;DG04M;20;2021;0580-1180;580;1180;хярхмю;хярхмю;+;кнфэ;лл263;0580;1180;
3181;119;45;DG66-1400-1020;DG04M;20;2021;1400-1020;1400;1020;хярхмю;хярхмю;+;кнфэ;цп797;1400;1020;
3182;120;46;DG66-1360-1260;DG04M;20;2021;1360-1260;1360;1260;хярхмю;хярхмю;+;кнфэ;цп767;1360;1260;
3183;121;47;DG66-0620-1200K;DG04M;20;2021;0620-1200K;620;1200K;хярхмю;#гмюв!;кнфэ;кнфэ;лл261;0620;1200K;
3184;122;48;DG66-1380-1160;DG04M;20;2021;1380-1160;1380;1160;хярхмю;хярхмю;+;кнфэ;цп806;1380;1160;
3185;123;49;DG66-0420-1420;DG04M;20;2021;0420-1420;420;1420;хярхмю;хярхмю;+;кнфэ;дю817;0420;1420;
3186;124;50;DG66-1380-1060;DG04M;20;2021;1380-1060;1380;1060;хярхмю;хярхмю;+;кнфэ;цп801;1380;1060;
3187;125;51;DG66-1360-1360;DG04M;20;2021;1360-1360;1360;1360;хярхмю;хярхмю;+;кнфэ;цп762;1360;1360;
3188;126;52;DG66-1400-1040;DG04M;20;2021;1400-1040;1400;1040;хярхмю;хярхмю;+;кнфэ;цп796;1400;1040;
3189;127;53;DG66-0740-1460;DG04M;20;2021;0740-1460;740;1460;хярхмю;хярхмю;+;кнфэ;йб684;0740;1460;
3190;128;54;DG66-0640-1180;DG04M;20;2021;0640-1180;640;1180;хярхмю;хярхмю;+;кнфэ;лл285;0640;1180;
3191;129;55;DG66-0620-1180K;DG04M;20;2021;0620-1180K;620;1180K;хярхмю;#гмюв!;кнфэ;кнфэ;лл284;0620;1180K;
3192;130;56;DG66-0420-1100;DG04M;20;2021;0420-1100;420;1100;хярхмю;хярхмю;+;кнфэ;дю833;0420;1100;
3193;131;57;DG66-1380-1040;DG04M;20;2021;1380-1040;1380;1040;хярхмю;хярхмю;+;кнфэ;цп800;1380;1040;
3194;132;58;DG66-1400-1360;DG04M;20;2021;1400-1360;1400;1360;хярхмю;хярхмю;+;кнфэ;цп780;1400;1360;
3195;133;59;DG66-0280-1100;DG04M;20;2021;0280-1100;280;1100;хярхмю;хярхмю;+;кнфэ;дю842;0280;1100;
3196;134;60;DG66-1360-1320;DG04M;20;2021;1360-1320;1360;1320;хярхмю;хярхмю;+;кнфэ;цп764;1360;1320;
3271;209;1;DG66-1400-1340;DG04M;21;2021;1400-1340;1400;1340;хярхмю;хярхмю;+;кнфэ;цп781;1400;1340;
3272;210;2;DG66-0660-1200;DG04M;21;2021;0660-1200;660;1200;хярхмю;хярхмю;+;кнфэ;лл288;0660;1200;
3273;211;3;DG66-1380-1340;DG04M;21;2021;1380-1340;1380;1340;хярхмю;хярхмю;+;кнфэ;цп776;1380;1340;
3274;212;4;DG66-0600-1200;DG04M;21;2021;0600-1200;600;1200;хярхмю;хярхмю;+;кнфэ;лл258;0600;1200;
3275;213;5;DG66-0340-1120;DG04M;21;2021;0340-1120;340;1120;хярхмю;хярхмю;+;кнфэ;дю838;0340;1120;
3276;214;6;DG66-0500-1160K;DG04M;21;2021;0500-1160K;500;1160K;хярхмю;#гмюв!;кнфэ;кнфэ;лл;0500;1160K;
3277;215;7;DG66-1400-1240;DG04M;21;2021;1400-1240;1400;1240;хярхмю;хярхмю;+;кнфэ;цп786;1400;1240;
3278;216;8;DG66-1380-1220;DG04M;21;2021;1380-1220;1380;1220;хярхмю;хярхмю;+;кнфэ;цп770;1380;1220;
3279;217;9;DG66-0400-1100;DG04M;21;2021;0400-1100;400;1100;хярхмю;хярхмю;+;кнфэ;дю834;0400;1100;
3280;218;10;DG66-0540-1140K;DG04M;21;2021;0540-1140K;540;1140K;хярхмю;#гмюв!;кнфэ;кнфэ;лл277;0540;1140K;
3281;219;11;DG66-1380-1300;DG04M;21;2021;1380-1300;1380;1300;хярхмю;хярхмю;+;кнфэ;цп774;1380;1300;
3282;220;12;DG66-0420-1400;DG04M;21;2021;0420-1400;420;1400;хярхмю;хярхмю;+;кнфэ;дю818;0420;1400;
3283;221;13;DG66-1360-1280;DG04M;21;2021;1360-1280;1360;1280;хярхмю;хярхмю;+;кнфэ;цп766;1360;1280;
3284;222;14;DG66-1400-1260;DG04M;21;2021;1400-1260;1400;1260;хярхмю;хярхмю;+;кнфэ;цп785;1400;1260;
3285;223;15;DG66-0240-1100;DG04M;21;2021;0240-1100;240;1100;хярхмю;хярхмю;+;кнфэ;дю844;0240;1100;
3286;224;16;DG66-1360-1240;DG04M;21;2021;1360-1240;1360;1240;хярхмю;хярхмю;+;кнфэ;цп768;1360;1240;
3287;225;17;DG66-0520-1160;DG04M;21;2021;0520-1160;520;1160;хярхмю;хярхмю;+;кнфэ;цп808;0520;1160;
3288;226;18;DG66-1380-1200;DG04M;21;2021;1380-1200;1380;1200;хярхмю;хярхмю;+;кнфэ;лл269;1380;1200;
3289;227;19;DG66-0380-1100;DG04M;21;2021;0380-1100;380;1100;хярхмю;хярхмю;+;кнфэ;цп779;0380;1100;
3290;228;20;DG66-1400-1380;DG04M;21;2021;1400-1380;1400;1380;хярхмю;хярхмю;+;кнфэ;дю835;1400;1380;
3291;229;21;DG66-0720-1480;DG04M;21;2021;0720-1480;720;1480;хярхмю;хярхмю;+;кнфэ;йб670;0720;1480;
3292;230;22;DG66-1380-1320;DG04M;21;2021;1380-1320;1380;1320;хярхмю;хярхмю;+;кнфэ;цп775;1380;1320;
3293;231;23;DG66-1360-1380;DG04M;21;2021;1360-1380;1360;1380;хярхмю;хярхмю;+;кнфэ;цп761;1360;1380;
3294;232;24;DG66-0600-1160;DG04M;21;2021;0600-1160;600;1160;хярхмю;хярхмю;+;кнфэ;лл282;0600;1160;
3295;233;25;DG66-1380-1260;DG04M;21;2021;1380-1260;1380;1260;хярхмю;хярхмю;+;кнфэ;цп772;1380;1260;
3296;234;26;DG66-0760-1440;DG04M;21;2021;0760-1440;760;1440;хярхмю;хярхмю;+;кнфэ;йб682;0760;1440;
3297;235;27;DG66-1400-1000;DG04M;21;2021;1400-1000;1400;1000;хярхмю;хярхмю;+;кнфэ;цп798;1400;1000;
3298;236;28;DG66-0580-1160K;DG04M;21;2021;0580-1160K;580;1160K;хярхмю;#гмюв!;кнфэ;кнфэ;лл281;0580;1160K;
3299;237;29;DG66-1400-1120;DG04M;21;2021;1400-1120;1400;1120;хярхмю;хярхмю;+;кнфэ;цп792;1400;1120;
3300;238;30;DG66-0620-1200;DG04M;21;2021;0620-1200;620;1200;хярхмю;хярхмю;+;кнфэ;лл260;0620;1200;
3301;239;31;DG66-0740-1380;DG04M;21;2021;0740-1380;740;1380;хярхмю;хярхмю;+;кнфэ;йб676;0740;1380;
3302;240;32;DG66-1220-0820;DG04M;21;2021;1220-0820;1220;820;хярхмю;хярхмю;+;кнфэ;дю886;1220;0820;
3303;241;33;DG66-0060-0440;DG04M;21;2021;0060-0440;60;440;хярхмю;хярхмю;+;кнфэ;цп860;0060;0440;
3304;242;34;DG66-0760-1480;DG04M;21;2021;0760-1480;760;1480;хярхмю;хярхмю;+;кнфэ;йб686;0760;1480;
3305;243;35;DG66-0140-0760;DG04M;21;2021;0140-0760;140;760;хярхмю;хярхмю;+;кнфэ;лл364;0140;0760;
3306;244;36;DG66-0160-0820;DG04M;21;2021;0160-0820;160;820;хярхмю;хярхмю;+;кнфэ;лл358;0160;0820;
3307;245;37;DG66-0160-0800K;DG04M;21;2021;0160-0800K;160;0800K;хярхмю;#гмюв!;кнфэ;кнфэ;лл368;0160;0800K;
3308;246;38;DG66-1400-1140;DG04M;21;2021;1400-1140;1400;1140;хярхмю;хярхмю;+;кнфэ;цп791;1400;1140;
3309;247;39;DG66-0700-1420;DG04M;21;2021;0700-1420;700;1420;хярхмю;хярхмю;+;кнфэ;йб666;0700;1420;
3310;248;40;DG66-0020-0460;DG04M;21;2021;0020-0460;20;460;хярхмю;хярхмю;+;кнфэ;йб763;0020;0460;
3311;249;41;DG66-0140-0760K;DG04M;21;2021;0140-0760K;140;0760K;хярхмю;#гмюв!;кнфэ;кнфэ;лл370;0140;0760K;
3312;250;42;DG66-0140-0780;DG04M;21;2021;0140-0780;140;780;хярхмю;хярхмю;+;кнфэ;лл363;0140;0780;
3313;251;43;DG66-0080-0700;DG04M;21;2021;0080-0700;80;700;хярхмю;хярхмю;+;кнфэ;цп874;0080;0700;
3314;252;44;DG66-1380-1180;DG04M;21;2021;1380-1180;1380;1180;хярхмю;хярхмю;+;кнфэ;цп807;1380;1180;
3315;253;45;DG66-0020-0480;DG04M;21;2021;0020-0480;20;480;хярхмю;хярхмю;+;кнфэ;йб762;0020;0480;
3316;254;46;DG66-0260-1100;DG04M;21;2021;0260-1100;260;1100;хярхмю;хярхмю;+;кнфэ;дю843;0260;1100;
3317;255;47;DG66-0420-1140;DG04M;21;2021;0420-1140;420;1140;хярхмю;хярхмю;+;кнфэ;дю831;0420;1140;
3318;256;48;DG66-0060-0740;DG04M;21;2021;0060-0740;60;740;хярхмю;хярхмю;+;кнфэ;цп886;0060;0740;
3319;257;49;DG66-0140-0740;DG04M;21;2021;0140-0740;140;740;хярхмю;хярхмю;+;кнфэ;лл365;0140;0740;
3320;258;50;DG66-0060-0480;DG04M;21;2021;0060-0480;60;480;хярхмю;хярхмю;+;кнфэ;цп862;0060;0480;
3321;259;51;DG66-0060-0680;DG04M;21;2021;0060-0680;60;680;хярхмю;хярхмю;+;кнфэ;цп872;0060;0680;
3322;260;52;DG66-0040-0480;DG04M;21;2021;0040-0480;40;480;хярхмю;хярхмю;+;кнфэ;йб767;0040;0480;
3323;261;53;DG66-0160-0800;DG04M;21;2021;0160-0800;160;800;хярхмю;хярхмю;+;кнфэ;лл357;0160;0800;
3324;262;54;DG66-1400-1200;DG04M;21;2021;1400-1200;1400;1200;хярхмю;хярхмю;+;кнфэ;цп788;1400;1200;
3325;263;55;DG66-0700-1480;DG04M;21;2021;0700-1480;700;1480;хярхмю;хярхмю;+;кнфэ;йб669;0700;1480;
3326;264;56;DG66-0140-0800;DG04M;21;2021;0140-0800;140;800;хярхмю;хярхмю;+;кнфэ;лл362;0140;0800;
3327;265;57;DG66-0080-0720;DG04M;21;2021;0080-0720;80;720;хярхмю;хярхмю;+;кнфэ;цп875;0080;0720;
3328;266;58;DG66-0080-0740;DG04M;21;2021;0080-0740;80;740;хярхмю;хярхмю;+;кнфэ;цп876;0080;0740;
3329;267;59;DG66-0020-0440;DG04M;21;2021;0020-0440;20;440;хярхмю;хярхмю;+;кнфэ;йб764;0020;0440;
3330;268;60;DG66-0700-1460;DG04M;21;2021;0700-1460;700;1460;хярхмю;хярхмю;+;кнфэ;йб668;0700;1460;
3479;417;1;DG66-1240-0520;DG04M;22;2021;1240-0520;1240;520;хярхмю;хярхмю;+;кнфэ;йб841;1240;0520;
3480;418;2;DG66-0640-0520;DG04M;22;2021;0640-0520;640;520;хярхмю;хярхмю;+;кнфэ;цп;0640;0520;
3481;419;3;DG66-0540-0340;DG04M;22;2021;0540-0340;540;340;хярхмю;хярхмю;+;кнфэ;дю;0540;0340;
3482;420;4;DG66-1180-0720;DG04M;22;2021;1180-0720;1180;720;хярхмю;хярхмю;+;кнфэ;гю;1180;0720;
3483;421;5;DG66-1280-0860;DG04M;22;2021;1280-0860;1280;860;хярхмю;хярхмю;+;кнфэ;цп;1280;0860;
3484;422;6;DG66-0300-0260;DG04M;22;2021;0300-0260;300;260;хярхмю;хярхмю;+;кнфэ;гю;0300;0260;
3485;423;7;DG66-1180-0680;DG04M;22;2021;1180-0680;1180;680;хярхмю;хярхмю;+;кнфэ;гю;1180;0680;
3486;424;8;DG66-0560-0660;DG04M;22;2021;0560-0660;560;660;хярхмю;хярхмю;+;кнфэ;дю;0560;0660;
3487;425;9;DG66-0320-0400;DG04M;22;2021;0320-0400;320;400;хярхмю;хярхмю;+;кнфэ;гю;0320;0400;
3488;426;10;DG66-1400-0980;DG04M;22;2021;1400-0980;1400;980;хярхмю;хярхмю;+;кнфэ;дю;1400;0980;
3489;427;11;DG66-1180-0620;DG04M;22;2021;1180-0620;1180;620;хярхмю;хярхмю;+;кнфэ;гю;1180;0620;
3490;428;12;DG66-0560-0520;DG04M;22;2021;0560-0520;560;520;хярхмю;хярхмю;+;кнфэ;дю;0560;0520;
3491;429;13;DG66-1240-0620;DG04M;22;2021;1240-0620;1240;620;хярхмю;хярхмю;+;кнфэ;йб846;1240;0620;
3492;430;14;DG66-0640-0500;DG04M;22;2021;0640-0500;640;500;хярхмю;хярхмю;+;кнфэ;цп;0640;0500;
3493;431;15;DG66-1200-0760;DG04M;22;2021;1200-0760;1200;760;хярхмю;хярхмю;+;кнфэ;гю;1200;0760;
3494;432;16;DG66-0300-0400;DG04M;22;2021;0300-0400;300;400;хярхмю;хярхмю;+;кнфэ;гю;0300;0400;
3495;433;17;DG66-1200-0640;DG04M;22;2021;1200-0640;1200;640;хярхмю;хярхмю;+;кнфэ;гю;1200;0640;
3496;434;18;DG66-1260-0880;DG04M;22;2021;1260-0880;1260;880;хярхмю;хярхмю;+;кнфэ;цп;1260;0880;
3497;435;19;DG66-1360-1080;DG04M;22;2021;1360-1080;1360;1080;хярхмю;хярхмю;+;кнфэ;цп;1360;1080;
3498;436;20;DG66-0320-0480;DG04M;22;2021;0320-0480;320;480;хярхмю;хярхмю;+;кнфэ;гю;0320;0480;
3499;437;21;DG66-1220-0780;DG04M;22;2021;1220-0780;1220;780;хярхмю;хярхмю;+;кнфэ;йб817;1220;0780;
3500;438;22;DG66-1360-1140;DG04M;22;2021;1360-1140;1360;1140;хярхмю;хярхмю;+;кнфэ;цп;1360;1140;
3501;439;23;DG66-0600-0600;DG04M;22;2021;0600-0600;600;600;хярхмю;хярхмю;+;кнфэ;лл;0600;0600;
3502;440;24;DG66-1200-0700;DG04M;22;2021;1200-0700;1200;700;хярхмю;хярхмю;+;кнфэ;гю;1200;0700;
3503;441;25;DG66-1180-0640;DG04M;22;2021;1180-0640;1180;640;хярхмю;хярхмю;+;кнфэ;гю;1180;0640;
3504;442;26;DG66-1360-1060;DG04M;22;2021;1360-1060;1360;1060;хярхмю;хярхмю;+;кнфэ;цп;1360;1060;
3505;443;27;DG66-0320-0320;DG04M;22;2021;0320-0320;320;320;хярхмю;хярхмю;+;кнфэ;гю;0320;0320;
3506;444;28;DG66-0640-0560;DG04M;22;2021;0640-0560;640;560;хярхмю;хярхмю;+;кнфэ;цп;0640;0560;
3507;445;29;DG66-1200-0740;DG04M;22;2021;1200-0740;1200;740;хярхмю;хярхмю;+;кнфэ;гю;1200;0740;
3508;446;30;DG66-1360-1200;DG04M;22;2021;1360-1200;1360;1200;хярхмю;хярхмю;+;кнфэ;цп;1360;1200;
3509;447;31;DG66-0540-0280;DG04M;22;2021;0540-0280;540;280;хярхмю;хярхмю;+;кнфэ;дю;0540;0280;
3510;448;32;DG66-0560-0320;DG04M;22;2021;0560-0320;560;320;хярхмю;хярхмю;+;кнфэ;дю;0560;0320;
3511;449;33;DG66-1200-0660;DG04M;22;2021;1200-0660;1200;660;хярхмю;хярхмю;+;кнфэ;гю;1200;0660;
3512;450;34;DG66-0640-0480;DG04M;22;2021;0640-0480;640;480;хярхмю;хярхмю;+;кнфэ;цп;0640;0480;
3513;451;35;DG66-1200-0720;DG04M;22;2021;1200-0720;1200;720;хярхмю;хярхмю;+;кнфэ;гю;1200;0720;
3514;452;36;DG66-1180-0780;DG04M;22;2021;1180-0780;1180;780;хярхмю;хярхмю;+;кнфэ;гю;1180;0780;
3515;453;37;DG66-1300-0840;DG04M;22;2021;1300-0840;1300;840;хярхмю;хярхмю;+;кнфэ;дю;1300;0840;
3516;454;38;DG66-0640-0460;DG04M;22;2021;0640-0460;640;460;хярхмю;хярхмю;+;кнфэ;цп;0640;0460;
3517;455;39;DG66-0320-0420;DG04M;22;2021;0320-0420;320;420;хярхмю;хярхмю;+;кнфэ;гю;0320;0420;
3518;456;40;DG66-0320-0340;DG04M;22;2021;0320-0340;320;340;хярхмю;хярхмю;+;кнфэ;гю;0320;0340;
3519;457;41;DG66-0460-0720;DG04M;22;2021;0460-0720;460;720;хярхмю;хярхмю;+;кнфэ;дю959;0460;0720;
3520;458;42;DG66-0360-1100;DG04M;22;2021;0360-1100;360;1100;хярхмю;хярхмю;+;кнфэ;дю836;0360;1100;
3521;459;43;DG66-1180-0740;DG04M;22;2021;1180-0740;1180;740;хярхмю;хярхмю;+;кнфэ;гю;1180;0740;
3522;460;44;DG66-1160-0740;DG04M;22;2021;1160-0740;1160;740;хярхмю;хярхмю;+;кнфэ;лл390;1160;0740;
3523;461;45;DG66-0160-0840;DG04M;22;2021;0160-0840;160;840;хярхмю;хярхмю;+;кнфэ;лл359;0160;0840;
3524;462;46;DG66-0460-0700;DG04M;22;2021;0460-0700;460;700;хярхмю;хярхмю;+;кнфэ;дю960;0460;0700;
3525;463;47;DG66-0080-0660;DG04M;22;2021;0080-0660;80;660;хярхмю;хярхмю;+;кнфэ;цп848;0080;0660;
3526;464;48;DG66-1180-0800;DG04M;22;2021;1180-0800;1180;800;хярхмю;хярхмю;+;кнфэ;дю879;1180;0800;
3527;465;49;DG66-0460-0780;DG04M;22;2021;0460-0780;460;780;хярхмю;хярхмю;+;кнфэ;дю956;0460;0780;
3528;466;50;DG66-1400-1320;DG04M;22;2021;1400-1320;1400;1320;хярхмю;хярхмю;+;кнфэ;цп782;1400;1320;
3529;467;1;DG66-1180-0700;DG04M;23;2021;1180-0700;1180;700;хярхмю;хярхмю;+;кнфэ;гю;1180;0700;
3530;468;2;DG66-1200-0580;DG04M;23;2021;1200-0580;1200;580;хярхмю;хярхмю;+;кнфэ;гю;1200;0580;
3531;469;3;DG66-0140-0840;DG04M;23;2021;0140-0840;140;840;хярхмю;хярхмю;+;кнфэ;лл360;0140;0840;
3532;470;4;DG66-0500-0700;DG04M;23;2021;0500-0700;500;700;хярхмю;хярхмю;+;кнфэ;дю917;0500;0700;
3533;471;5;DG66-0740-1420;DG04M;23;2021;0740-1420;740;1420;хярхмю;хярхмю;+;кнфэ;йб;0740;1420;
3534;472;6;DG66-0440-0800;DG04M;23;2021;0440-0800;440;800;хярхмю;хярхмю;+;кнфэ;дю973;0440;0800;
3535;473;7;DG66-1240-0820;DG04M;23;2021;1240-0820;1240;820;хярхмю;хярхмю;+;кнфэ;дю883;1240;0820;
3536;474;8;DG66-0040-0500;DG04M;23;2021;0040-0500;40;500;хярхмю;хярхмю;+;кнфэ;йб768;0040;0500;
3537;475;9;DG66-1200-0520;DG04M;23;2021;1200-0520;1200;520;хярхмю;хярхмю;+;кнфэ;гю;1200;0520;
3538;476;10;DG66-0620-0440;DG04M;23;2021;0620-0440;620;440;хярхмю;хярхмю;+;кнфэ;цп;0620;0440;
3539;477;11;DG66-0440-0780;DG04M;23;2021;0440-0780;440;780;хярхмю;хярхмю;+;кнфэ;дю972;0440;0780;
3540;478;12;DG66-0760-1460;DG04M;23;2021;0760-1460;760;1460;хярхмю;хярхмю;+;кнфэ;йб687;0760;1460;
3541;479;13;DG66-1220-0420;DG04M;23;2021;1220-0420;1220;420;хярхмю;хярхмю;+;кнфэ;йб835;1220;0420;
3542;480;14;DG66-0500-0720;DG04M;23;2021;0500-0720;500;720;хярхмю;хярхмю;+;кнфэ;дю946;0500;0720;
3543;481;15;DG66-1400-1300;DG04M;23;2021;1400-1300;1400;1300;хярхмю;хярхмю;+;кнфэ;цп783;1400;1300;
3544;482;16;DG66-0340-0760;DG04M;23;2021;0340-0760;340;760;хярхмю;хярхмю;+;кнфэ;цп923;0340;0760;
3545;483;17;DG66-0040-0440;DG04M;23;2021;0040-0440;40;440;хярхмю;хярхмю;+;кнфэ;йб765;0040;0440;
3546;484;18;DG66-0020-0500;DG04M;23;2021;0020-0500;20;500;хярхмю;хярхмю;+;кнфэ;йб761;0020;0500;
3547;485;19;DG66-1200-0560;DG04M;23;2021;1200-0560;1200;560;хярхмю;хярхмю;+;кнфэ;гю;1200;0560;
3548;486;20;DG66-0040-0460;DG04M;23;2021;0040-0460;40;460;хярхмю;хярхмю;+;кнфэ;йб776;0040;0460;
3549;487;21;DG66-0160-0780;DG04M;23;2021;0160-0780;160;780;хярхмю;хярхмю;+;кнфэ;лл356;0160;0780;
3550;488;22;DG66-1380-1080;DG04M;23;2021;1380-1080;1380;1080;хярхмю;хярхмю;+;кнфэ;цп802;1380;1080;
3551;489;23;DG66-0140-0820;DG04M;23;2021;0140-0820;140;820;хярхмю;хярхмю;+;кнфэ;лл361;0140;0820;
