NN;nnNZ;nnSample;Sample;NZ_id;йНПНАЙЮ;цНД;йНД;оп;ой;йПЮР_оп;йПЮР_ой;<1520;дСАКЭ;кХВ. йНД;оп2;ой2;
2647;847;33;DG66-0960-0440;DG03M;14;2021;0960-0440;960;440;хярхмю;хярхмю;+;кнфэ;;0960;0440;
2648;848;34;DG66-0960-0420;DG03M;14;2021;0960-0420;960;420;хярхмю;хярхмю;+;кнфэ;;0960;0420;
2649;849;35;DG66-0940-0440;DG03M;14;2021;0940-0440;940;440;хярхмю;хярхмю;+;кнфэ;;0940;0440;
2650;850;36;DG66-0520-0300;DG03M;14;2021;0520-0300;520;300;хярхмю;хярхмю;+;кнфэ;;0520;0300;
2651;851;37;DG66-0500-0320;DG03M;14;2021;0500-0320;500;320;хярхмю;хярхмю;+;кнфэ;;0500;0320;
2652;852;38;DG66-0520-0280;DG03M;14;2021;0520-0280;520;280;хярхмю;хярхмю;+;кнфэ;;0520;0280;
2653;853;39;DG66-0500-0260;DG03M;14;2021;0500-0260;500;260;хярхмю;хярхмю;+;кнфэ;;0500;0260;
2654;854;40;DG66-0120-1520;DG03M;14;2021;0120-1520;120;1520;хярхмю;хярхмю;+;кнфэ;;0120;1520;
2655;855;41;DG66-0160-1480;DG03M;14;2021;0160-1480;160;1480;хярхмю;хярхмю;+;кнфэ;;0160;1480;
2656;856;42;DG66-0080-1480;DG03M;14;2021;0080-1480;80;1480;хярхмю;хярхмю;+;кнфэ;;0080;1480;
2657;857;43;DG66-0140-1520;DG03M;14;2021;0140-1520;140;1520;хярхмю;хярхмю;+;кнфэ;;0140;1520;
2658;858;44;DG66-0080-1500;DG03M;14;2021;0080-1500;80;1500;хярхмю;хярхмю;+;кнфэ;;0080;1500;
2659;859;45;DG66-1540-0920;DG03M;14;2021;1540-0920;1540;920;хярхмю;хярхмю;+;кнфэ;;1540;0920;
2660;860;46;DG66-1520-0860;DG03M;14;2021;1520-0860;1520;860;хярхмю;хярхмю;+;кнфэ;;1520;0860;
2661;861;47;DG66-0060-1500;DG03M;14;2021;0060-1500;60;1500;хярхмю;хярхмю;+;кнфэ;;0060;1500;
2662;862;48;DG66-1440-0900;DG03M;14;2021;1440-0900;1440;900;хярхмю;хярхмю;+;кнфэ;;1440;0900;
2663;863;49;DG66-1540-0900;DG03M;14;2021;1540-0900;1540;900;хярхмю;хярхмю;+;кнфэ;;1540;0900;
2664;864;50;DG66-1340-0940;DG03M;14;2021;1340-0940;1340;940;хярхмю;хярхмю;+;кнфэ;;1340;0940;
2665;865;1;DG66-1500-0920;DG03M;15;2021;1500-0920;1500;920;хярхмю;хярхмю;+;кнфэ;;1500;0920;
2666;866;2;DG66-1500-0860;DG03M;15;2021;1500-0860;1500;860;хярхмю;хярхмю;+;кнфэ;;1500;0860;
2667;867;3;DG66-1280-0940;DG03M;15;2021;1280-0940;1280;940;хярхмю;хярхмю;+;кнфэ;;1280;0940;
2668;868;4;DG66-1540-0840;DG03M;15;2021;1540-0840;1540;840;хярхмю;хярхмю;+;кнфэ;;1540;0840;
2669;869;5;DG66-0120-1480;DG03M;15;2021;0120-1480;120;1480;хярхмю;хярхмю;+;кнфэ;;0120;1480;
2670;870;6;DG66-1280-0820;DG03M;15;2021;1280-0820;1280;820;хярхмю;хярхмю;+;кнфэ;;1280;0820;
2671;871;7;DG66-1380-0960;DG03M;15;2021;1380-0960;1380;960;хярхмю;хярхмю;+;кнфэ;;1380;0960;
2672;872;8;DG66-1260-0800;DG03M;15;2021;1260-0800;1260;800;хярхмю;хярхмю;+;кнфэ;;1260;0800;
2673;873;9;DG66-1480-0840;DG03M;15;2021;1480-0840;1480;840;хярхмю;хярхмю;+;кнфэ;;1480;0840;
2674;874;10;DG66-1440-0920;DG03M;15;2021;1440-0920;1440;920;хярхмю;хярхмю;+;кнфэ;;1440;0920;
2675;875;11;DG66-1300-0820;DG03M;15;2021;1300-0820;1300;820;хярхмю;хярхмю;+;кнфэ;;1300;0820;
2676;876;12;DG66-1280-0880;DG03M;15;2021;1280-0880;1280;880;хярхмю;хярхмю;+;кнфэ;;1280;0880;
2677;877;13;DG66-0160-1500;DG03M;15;2021;0160-1500;160;1500;хярхмю;хярхмю;+;кнфэ;;0160;1500;
2678;878;14;DG66-1360-1120;DG03M;15;2021;1360-1120;1360;1120;хярхмю;хярхмю;+;кнфэ;;1360;1120;
2679;879;15;DG66-1480-0900;DG03M;15;2021;1480-0900;1480;900;хярхмю;хярхмю;+;кнфэ;;1480;0900;
2680;880;16;DG66-1360-0940;DG03M;15;2021;1360-0940;1360;940;хярхмю;хярхмю;+;кнфэ;;1360;0940;
2681;881;17;DG66-1340-0960;DG03M;15;2021;1340-0960;1340;960;хярхмю;хярхмю;+;кнфэ;;1340;0960;
2682;882;18;DG66-0120-1500;DG03M;15;2021;0120-1500;120;1500;хярхмю;хярхмю;+;кнфэ;;0120;1500;
2683;883;19;DG66-1420-0920;DG03M;15;2021;1420-0920;1420;920;хярхмю;хярхмю;+;кнфэ;;1420;0920;
2684;884;20;DG66-1380-0900;DG03M;15;2021;1380-0900;1380;900;хярхмю;хярхмю;+;кнфэ;;1380;0900;
2685;885;21;DG66-1540-0800;DG03M;15;2021;1540-0800;1540;800;хярхмю;хярхмю;+;кнфэ;;1540;0800;
2686;886;22;DG66-1500-0840;DG03M;15;2021;1500-0840;1500;840;хярхмю;хярхмю;+;кнфэ;;1500;0840;
2687;887;23;DG66-0100-1480;DG03M;15;2021;0100-1480;100;1480;хярхмю;хярхмю;+;кнфэ;;0100;1480;
2688;888;24;DG66-1200-0820;DG03M;15;2021;1200-0820;1200;820;хярхмю;хярхмю;+;кнфэ;;1200;0820;
2689;889;25;DG66-1520-0820;DG03M;15;2021;1520-0820;1520;820;хярхмю;хярхмю;+;кнфэ;;1520;0820;
2690;890;26;DG66-1340-0860;DG03M;15;2021;1340-0860;1340;860;хярхмю;хярхмю;+;кнфэ;;1340;0860;
2691;891;27;DG66-1360-1040;DG03M;15;2021;1360-1040;1360;1040;хярхмю;хярхмю;+;кнфэ;;1360;1040;
2692;892;28;DG66-1400-0920;DG03M;15;2021;1400-0920;1400;920;хярхмю;хярхмю;+;кнфэ;;1400;0920;
2693;893;29;DG66-1380-0880;DG03M;15;2021;1380-0880;1380;880;хярхмю;хярхмю;+;кнфэ;;1380;0880;
2694;894;30;DG66-1280-0840;DG03M;15;2021;1280-0840;1280;840;хярхмю;хярхмю;+;кнфэ;;1280;0840;
2695;895;31;DG66-1400-0860;DG03M;15;2021;1400-0860;1400;860;хярхмю;хярхмю;+;кнфэ;;1400;0860;
2696;896;32;DG66-1360-1180;DG03M;15;2021;1360-1180;1360;1180;хярхмю;хярхмю;+;кнфэ;;1360;1180;
2697;897;33;DG66-1400-0880;DG03M;15;2021;1400-0880;1400;880;хярхмю;хярхмю;+;кнфэ;;1400;0880;
2698;898;34;DG66-1340-0920;DG03M;15;2021;1340-0920;1340;920;хярхмю;хярхмю;+;кнфэ;;1340;0920;
2699;899;35;DG66-0100-1520;DG03M;15;2021;0100-1520;100;1520;хярхмю;хярхмю;+;кнфэ;;0100;1520;
2700;900;36;DG66-1320-0820;DG03M;15;2021;1320-0820;1320;820;хярхмю;хярхмю;+;кнфэ;;1320;0820;
2701;901;37;DG66-1420-0900;DG03M;15;2021;1420-0900;1420;900;хярхмю;хярхмю;+;кнфэ;;1420;0900;
2702;902;38;DG66-0060-1520;DG03M;15;2021;0060-1520;60;1520;хярхмю;хярхмю;+;кнфэ;;0060;1520;
2703;903;39;DG66-1360-0960;DG03M;15;2021;1360-0960;1360;960;хярхмю;хярхмю;+;кнфэ;;1360;0960;
2704;904;40;DG66-0300-1500;DG03M;15;2021;0300-1500;300;1500;хярхмю;хярхмю;+;кнфэ;;0300;1500;
2705;905;41;DG66-0320-1460;DG03M;15;2021;0320-1460;320;1460;хярхмю;хярхмю;+;кнфэ;;0320;1460;
2706;906;42;DG66-1400-0900;DG03M;15;2021;1400-0900;1400;900;хярхмю;хярхмю;+;кнфэ;;1400;0900;
2707;907;43;DG66-1380-0920;DG03M;15;2021;1380-0920;1380;920;хярхмю;хярхмю;+;кнфэ;;1380;0920;
2708;908;44;DG66-0220-1460;DG03M;15;2021;0220-1460;220;1460;хярхмю;хярхмю;+;кнфэ;;0220;1460;
2709;909;45;DG66-0240-1460;DG03M;15;2021;0240-1460;240;1460;хярхмю;хярхмю;+;кнфэ;;0240;1460;
2710;910;46;DG66-0240-0620;DG03M;15;2021;0240-0620;240;620;хярхмю;хярхмю;+;кнфэ;;0240;0620;
2711;911;47;DG66-0240-1120;DG03M;15;2021;0240-1120;240;1120;хярхмю;хярхмю;+;кнфэ;;0240;1120;
2712;912;48;DG66-0320-1500;DG03M;15;2021;0320-1500;320;1500;хярхмю;хярхмю;+;кнфэ;;0320;1500;
2713;913;49;DG66-0300-1480;DG03M;15;2021;0300-1480;300;1480;хярхмю;хярхмю;+;кнфэ;;0300;1480;
2714;914;50;DG66-0140-0440;DG03M;15;2021;0140-0440;140;440;хярхмю;хярхмю;+;кнфэ;;0140;0440;
2715;915;1;DG66-0280-1120;DG03M;16;2021;0280-1120;280;1120;хярхмю;хярхмю;+;кнфэ;;0280;1120;
2716;916;2;DG66-0300-1120;DG03M;16;2021;0300-1120;300;1120;хярхмю;хярхмю;+;кнфэ;;0300;1120;
2717;917;3;DG66-0320-1480;DG03M;16;2021;0320-1480;320;1480;хярхмю;хярхмю;+;кнфэ;;0320;1480;
2718;918;4;DG66-0300-1460;DG03M;16;2021;0300-1460;300;1460;хярхмю;хярхмю;+;кнфэ;;0300;1460;
2719;919;5;DG66-0260-1120;DG03M;16;2021;0260-1120;260;1120;хярхмю;хярхмю;+;кнфэ;;0260;1120;
2720;920;6;DG66-0160-0460;DG03M;16;2021;0160-0460;160;460;хярхмю;хярхмю;+;кнфэ;;0160;0460;
2721;921;7;DG66-1380-0940;DG03M;16;2021;1380-0940;1380;940;хярхмю;хярхмю;+;кнфэ;;1380;0940;
2722;922;8;DG66-0200-0440;DG03M;16;2021;0200-0440;200;440;хярхмю;хярхмю;+;кнфэ;;0200;0440;
2723;923;9;DG66-0240-1500;DG03M;16;2021;0240-1500;240;1500;хярхмю;хярхмю;+;кнфэ;;0240;1500;
2724;924;10;DG66-0240-1480;DG03M;16;2021;0240-1480;240;1480;хярхмю;хярхмю;+;кнфэ;;0240;1480;
2725;925;11;DG66-0320-1440;DG03M;16;2021;0320-1440;320;1440;хярхмю;хярхмю;+;кнфэ;;0320;1440;
2726;926;12;DG66-0220-1500;DG03M;16;2021;0220-1500;220;1500;хярхмю;хярхмю;+;кнфэ;;0220;1500;
2727;927;13;DG66-0160-0440;DG03M;16;2021;0160-0440;160;440;хярхмю;хярхмю;+;кнфэ;;0160;0440;
2728;928;14;DG66-0180-0460;DG03M;16;2021;0180-0460;180;460;хярхмю;хярхмю;+;кнфэ;;0180;0460;
2729;929;15;DG66-0200-0460;DG03M;16;2021;0200-0460;200;460;хярхмю;хярхмю;+;кнфэ;;0200;0460;
2730;930;16;DG66-0140-0460;DG03M;16;2021;0140-0460;140;460;хярхмю;хярхмю;+;кнфэ;;0140;0460;
2731;931;17;DG66-0260-1480;DG03M;16;2021;0260-1480;260;1480;хярхмю;хярхмю;+;кнфэ;;0260;1480;
2732;932;18;DG66-1260-0940;DG03M;16;2021;1260-0940;1260;940;хярхмю;хярхмю;+;кнфэ;;1260;0940;
2733;933;19;DG66-0280-1460;DG03M;16;2021;0280-1460;280;1460;хярхмю;хярхмю;+;кнфэ;;0280;1460;
2734;934;20;DG66-0240-0440;DG03M;16;2021;0240-0440;240;440;хярхмю;хярхмю;+;кнфэ;;0240;0440;
2735;935;21;DG66-0240-0280;DG03M;16;2021;0240-0280;240;280;хярхмю;хярхмю;+;кнфэ;;0240;0280;
2736;936;22;DG66-0180-0420;DG03M;16;2021;0180-0420;180;420;хярхмю;хярхмю;+;кнфэ;;0180;0420;
2737;937;23;DG66-0320-1120;DG03M;16;2021;0320-1120;320;1120;хярхмю;хярхмю;+;кнфэ;;0320;1120;
2738;938;24;DG66-1320-0900;DG03M;16;2021;1320-0900;1320;900;хярхмю;хярхмю;+;кнфэ;;1320;0900;
2739;939;25;DG66-0140-0420;DG03M;16;2021;0140-0420;140;420;хярхмю;хярхмю;+;кнфэ;;0140;0420;
2740;940;26;DG66-0220-1480;DG03M;16;2021;0220-1480;220;1480;хярхмю;хярхмю;+;кнфэ;;0220;1480;
2741;941;27;DG66-1320-0860;DG03M;16;2021;1320-0860;1320;860;хярхмю;хярхмю;+;кнфэ;;1320;0860;
2742;942;28;DG66-1440-0880;DG03M;16;2021;1440-0880;1440;880;хярхмю;хярхмю;+;кнфэ;;1440;0880;
2743;943;29;DG66-0180-0240;DG03M;16;2021;0180-0240;180;240;хярхмю;хярхмю;+;кнфэ;;0180;0240;
2744;944;30;DG66-0180-0440;DG03M;16;2021;0180-0440;180;440;хярхмю;хярхмю;+;кнфэ;;0180;0440;
2745;945;31;DG66-0180-0220;DG03M;16;2021;0180-0220;180;220;хярхмю;хярхмю;+;кнфэ;;0180;0220;
2746;946;32;DG66-0160-0420;DG03M;16;2021;0160-0420;160;420;хярхмю;хярхмю;+;кнфэ;;0160;0420;
2747;947;33;DG66-0220-0640;DG03M;16;2021;0220-0640;220;640;хярхмю;хярхмю;+;кнфэ;;0220;0640;
2748;948;34;DG66-0220-0260;DG03M;16;2021;0220-0260;220;260;хярхмю;хярхмю;+;кнфэ;;0220;0260;
2749;949;35;DG66-0240-0480;DG03M;16;2021;0240-0480;240;480;хярхмю;хярхмю;+;кнфэ;;0240;0480;
2750;950;36;DG66-0200-0420;DG03M;16;2021;0200-0420;200;420;хярхмю;хярхмю;+;кнфэ;;0200;0420;
2751;951;37;DG66-0260-0460;DG03M;16;2021;0260-0460;260;460;хярхмю;хярхмю;+;кнфэ;;0260;0460;
2752;952;38;DG66-0260-0440;DG03M;16;2021;0260-0440;260;440;хярхмю;хярхмю;+;кнфэ;;0260;0440;
2753;953;39;DG66-0280-0440;DG03M;16;2021;0280-0440;280;440;хярхмю;хярхмю;+;кнфэ;;0280;0440;
2754;954;40;DG66-0280-0200;DG03M;16;2021;0280-0200;280;200;хярхмю;хярхмю;+;кнфэ;;0280;0200;
2755;955;41;DG66-0220-0620;DG03M;16;2021;0220-0620;220;620;хярхмю;хярхмю;+;кнфэ;;0220;0620;
2756;956;42;DG66-0220-0660;DG03M;16;2021;0220-0660;220;660;хярхмю;хярхмю;+;кнфэ;;0220;0660;
2757;957;43;DG66-0260-0220;DG03M;16;2021;0260-0220;260;220;хярхмю;хярхмю;+;кнфэ;;0260;0220;
2758;958;44;DG66-0580-0620;DG03M;16;2021;0580-0620;580;620;хярхмю;хярхмю;+;кнфэ;;0580;0620;
2759;959;45;DG66-0260-0260;DG03M;16;2021;0260-0260;260;260;хярхмю;хярхмю;+;кнфэ;;0260;0260;
2760;960;46;DG66-0600-0400;DG03M;16;2021;0600-0400;600;400;хярхмю;хярхмю;+;кнфэ;;0600;0400;
2761;961;47;DG66-0580-0600;DG03M;16;2021;0580-0600;580;600;хярхмю;хярхмю;+;кнфэ;;0580;0600;
2762;962;48;DG66-0580-0520;DG03M;16;2021;0580-0520;580;520;хярхмю;хярхмю;+;кнфэ;;0580;0520;
2763;963;49;DG66-0600-0640;DG03M;16;2021;0600-0640;600;640;хярхмю;хярхмю;+;кнфэ;;0600;0640;
2764;964;50;DG66-0260-0340;DG03M;16;2021;0260-0340;260;340;хярхмю;хярхмю;+;кнфэ;;0260;0340;
2765;965;1;DG66-0280-0480;DG03M;17;2021;0280-0480;280;480;хярхмю;хярхмю;+;кнфэ;;0280;0480;
2766;966;2;DG66-0280-0360;DG03M;17;2021;0280-0360;280;360;хярхмю;хярхмю;+;кнфэ;;0280;0360;
2767;967;3;DG66-0260-0320;DG03M;17;2021;0260-0320;260;320;хярхмю;хярхмю;+;кнфэ;;0260;0320;
2768;968;4;DG66-0260-0300;DG03M;17;2021;0260-0300;260;300;хярхмю;хярхмю;+;кнфэ;;0260;0300;
2769;969;5;DG66-0280-0240;DG03M;17;2021;0280-0240;280;240;хярхмю;хярхмю;+;кнфэ;;0280;0240;
2770;970;6;DG66-0600-0680;DG03M;17;2021;0600-0680;600;680;хярхмю;хярхмю;+;кнфэ;;0600;0680;
2771;971;7;DG66-0280-0380;DG03M;17;2021;0280-0380;280;380;хярхмю;хярхмю;+;кнфэ;;0280;0380;
2772;972;8;DG66-0600-0560;DG03M;17;2021;0600-0560;600;560;хярхмю;хярхмю;+;кнфэ;;0600;0560;
2773;973;9;DG66-0240-0640;DG03M;17;2021;0240-0640;240;640;хярхмю;хярхмю;+;кнфэ;;0240;0640;
2774;974;10;DG66-0220-0480;DG03M;17;2021;0220-0480;220;480;хярхмю;хярхмю;+;кнфэ;;0220;0480;
2775;975;11;DG66-0600-0580;DG03M;17;2021;0600-0580;600;580;хярхмю;хярхмю;+;кнфэ;;0600;0580;
2776;976;12;DG66-0220-0460;DG03M;17;2021;0220-0460;220;460;хярхмю;хярхмю;+;кнфэ;;0220;0460;
2777;977;13;DG66-0280-0460;DG03M;17;2021;0280-0460;280;460;хярхмю;хярхмю;+;кнфэ;;0280;0460;
2778;978;14;DG66-0260-0420;DG03M;17;2021;0260-0420;260;420;хярхмю;хярхмю;+;кнфэ;;0260;0420;
2779;979;15;DG66-0220-0420;DG03M;17;2021;0220-0420;220;420;хярхмю;хярхмю;+;кнфэ;;0220;0420;
2780;980;16;DG66-0260-0380;DG03M;17;2021;0260-0380;260;380;хярхмю;хярхмю;+;кнфэ;;0260;0380;
2781;981;17;DG66-0220-0400;DG03M;17;2021;0220-0400;220;400;хярхмю;хярхмю;+;кнфэ;;0220;0400;
2782;982;18;DG66-0260-0200;DG03M;17;2021;0260-0200;260;200;хярхмю;хярхмю;+;кнфэ;;0260;0200;
2783;983;19;DG66-0280-0340;DG03M;17;2021;0280-0340;280;340;хярхмю;хярхмю;+;кнфэ;;0280;0340;
2784;984;20;DG66-0280-0500;DG03M;17;2021;0280-0500;280;500;хярхмю;хярхмю;+;кнфэ;;0280;0500;
2785;985;21;DG66-0260-0280;DG03M;17;2021;0260-0280;260;280;хярхмю;хярхмю;+;кнфэ;;0260;0280;
2786;986;22;DG66-0240-0400;DG03M;17;2021;0240-0400;240;400;хярхмю;хярхмю;+;кнфэ;;0240;0400;
2787;987;23;DG66-0280-0220;DG03M;17;2021;0280-0220;280;220;хярхмю;хярхмю;+;кнфэ;;0280;0220;
2788;988;24;DG66-0260-0240;DG03M;17;2021;0260-0240;260;240;хярхмю;хярхмю;+;кнфэ;;0260;0240;
2789;989;25;DG66-0240-0460;DG03M;17;2021;0240-0460;240;460;хярхмю;хярхмю;+;кнфэ;;0240;0460;
2790;990;26;DG66-0580-0640;DG03M;17;2021;0580-0640;580;640;хярхмю;хярхмю;+;кнфэ;;0580;0640;
2791;991;27;DG66-0280-0260;DG03M;17;2021;0280-0260;280;260;хярхмю;хярхмю;+;кнфэ;;0280;0260;
2792;992;28;DG66-0280-0420;DG03M;17;2021;0280-0420;280;420;хярхмю;хярхмю;+;кнфэ;;0280;0420;
2793;993;29;DG66-0280-0180;DG03M;17;2021;0280-0180;280;180;хярхмю;хярхмю;+;кнфэ;;0280;0180;
2794;994;30;DG66-0220-0440;DG03M;17;2021;0220-0440;220;440;хярхмю;хярхмю;+;кнфэ;;0220;0440;
2795;995;31;DG66-0580-0580;DG03M;17;2021;0580-0580;580;580;хярхмю;хярхмю;+;кнфэ;;0580;0580;
2796;996;32;DG66-0260-0180;DG03M;17;2021;0260-0180;260;180;хярхмю;хярхмю;+;кнфэ;;0260;0180;
2797;997;33;DG66-0240-0660;DG03M;17;2021;0240-0660;240;660;хярхмю;хярхмю;+;кнфэ;;0240;0660;
2798;998;34;DG66-0280-0300;DG03M;17;2021;0280-0300;280;300;хярхмю;хярхмю;+;кнфэ;;0280;0300;
2799;999;35;DG66-0280-0160;DG03M;17;2021;0280-0160;280;160;хярхмю;хярхмю;+;кнфэ;;0280;0160;
2800;1000;36;DG66-0240-0420;DG03M;17;2021;0240-0420;240;420;хярхмю;хярхмю;+;кнфэ;;0240;0420;
2801;1001;37;DG66-0640-0580;DG03M;17;2021;0640-0580;640;580;хярхмю;хярхмю;+;кнфэ;;0640;0580;
2802;1002;38;DG66-0640-0620;DG03M;17;2021;0640-0620;640;620;хярхмю;хярхмю;+;кнфэ;;0640;0620;
2803;1003;39;DG66-0580-0380;DG03M;17;2021;0580-0380;580;380;хярхмю;хярхмю;+;кнфэ;;0580;0380;
2804;1004;40;DG66-0620-0520;DG03M;17;2021;0620-0520;620;520;хярхмю;хярхмю;+;кнфэ;;0620;0520;
2805;1005;41;DG66-0580-0680;DG03M;17;2021;0580-0680;580;680;хярхмю;хярхмю;+;кнфэ;;0580;0680;
2806;1006;42;DG66-0580-0660;DG03M;17;2021;0580-0660;580;660;хярхмю;хярхмю;+;кнфэ;;0580;0660;
2807;1007;43;DG66-0620-0640;DG03M;17;2021;0620-0640;620;640;хярхмю;хярхмю;+;кнфэ;;0620;0640;
2808;1008;44;DG66-0580-0700;DG03M;17;2021;0580-0700;580;700;хярхмю;хярхмю;+;кнфэ;;0580;0700;
2809;1009;45;DG66-0580-0360;DG03M;17;2021;0580-0360;580;360;хярхмю;хярхмю;+;кнфэ;;0580;0360;
2810;1010;46;DG66-0620-0560;DG03M;17;2021;0620-0560;620;560;хярхмю;хярхмю;+;кнфэ;;0620;0560;
2811;1011;47;DG66-0620-0540;DG03M;17;2021;0620-0540;620;540;хярхмю;хярхмю;+;кнфэ;;0620;0540;
2812;1012;48;DG66-0600-0420;DG03M;17;2021;0600-0420;600;420;хярхмю;хярхмю;+;кнфэ;;0600;0420;
2813;1013;49;DG66-0580-0400;DG03M;17;2021;0580-0400;580;400;хярхмю;хярхмю;+;кнфэ;;0580;0400;
2814;1014;50;DG66-0620-0420;DG03M;17;2021;0620-0420;620;420;хярхмю;хярхмю;+;кнфэ;;0620;0420;
2815;1015;1;DG66-0300-0420;DG03M;18;2021;0300-0420;300;420;хярхмю;хярхмю;+;кнфэ;;0300;0420;
2816;1016;2;DG66-1320-0940;DG03M;18;2021;1320-0940;1320;940;хярхмю;хярхмю;+;кнфэ;;1320;0940;
2817;1017;3;DG66-1540-0820;DG03M;18;2021;1540-0820;1540;820;хярхмю;хярхмю;+;кнфэ;;1540;0820;
2818;1018;4;DG66-1320-0920;DG03M;18;2021;1320-0920;1320;920;хярхмю;хярхмю;+;кнфэ;;1320;0920;
2819;1019;5;DG66-1360-1000;DG03M;18;2021;1360-1000;1360;1000;хярхмю;хярхмю;+;кнфэ;;1360;1000;
2820;1020;6;DG66-1360-0880;DG03M;18;2021;1360-0880;1360;880;хярхмю;хярхмю;+;кнфэ;;1360;0880;
2821;1021;7;DG66-1460-0860;DG03M;18;2021;1460-0860;1460;860;хярхмю;хярхмю;+;кнфэ;;1460;0860;
2822;1022;8;DG66-1320-0880;DG03M;18;2021;1320-0880;1320;880;хярхмю;хярхмю;+;кнфэ;;1320;0880;
2823;1023;9;DG66-1320-0840;DG03M;18;2021;1320-0840;1320;840;хярхмю;хярхмю;+;кнфэ;;1320;0840;
2824;1024;10;DG66-1320-0960;DG03M;18;2021;1320-0960;1320;960;хярхмю;хярхмю;+;кнфэ;;1320;0960;
2825;1025;11;DG66-1300-0920;DG03M;18;2021;1300-0920;1300;920;хярхмю;хярхмю;+;кнфэ;;1300;0920;
2826;1026;12;DG66-1260-0920;DG03M;18;2021;1260-0920;1260;920;хярхмю;хярхмю;+;кнфэ;;1260;0920;
2827;1027;13;DG66-0600-0520;DG03M;18;2021;0600-0520;600;520;хярхмю;хярхмю;+;кнфэ;;0600;0520;
2828;1028;14;DG66-1420-0880;DG03M;18;2021;1420-0880;1420;880;хярхмю;хярхмю;+;кнфэ;;1420;0880;
2829;1029;15;DG66-0620-0580;DG03M;18;2021;0620-0580;620;580;хярхмю;хярхмю;+;кнфэ;;0620;0580;
2830;1030;16;DG66-1460-0920;DG03M;18;2021;1460-0920;1460;920;хярхмю;хярхмю;+;кнфэ;;1460;0920;
2831;1031;17;DG66-1440-0860;DG03M;18;2021;1440-0860;1440;860;хярхмю;хярхмю;+;кнфэ;;1440;0860;
2832;1032;18;DG66-1260-0900;DG03M;18;2021;1260-0900;1260;900;хярхмю;хярхмю;+;кнфэ;;1260;0900;
2833;1033;19;DG66-1460-0900;DG03M;18;2021;1460-0900;1460;900;хярхмю;хярхмю;+;кнфэ;;1460;0900;
2834;1034;20;DG66-1300-0800;DG03M;18;2021;1300-0800;1300;800;хярхмю;хярхмю;+;кнфэ;;1300;0800;
2835;1035;21;DG66-1360-0980;DG03M;18;2021;1360-0980;1360;980;хярхмю;хярхмю;+;кнфэ;;1360;0980;
2836;1036;22;DG66-1480-0860;DG03M;18;2021;1480-0860;1480;860;хярхмю;хярхмю;+;кнфэ;;1480;0860;
2837;1037;23;DG66-1460-0880;DG03M;18;2021;1460-0880;1460;880;хярхмю;хярхмю;+;кнфэ;;1460;0880;
2838;1038;24;DG66-1360-0840;DG03M;18;2021;1360-0840;1360;840;хярхмю;хярхмю;+;кнфэ;;1360;0840;
2839;1039;25;DG66-1480-0880;DG03M;18;2021;1480-0880;1480;880;хярхмю;хярхмю;+;кнфэ;;1480;0880;
2840;1040;26;DG66-1260-0860;DG03M;18;2021;1260-0860;1260;860;хярхмю;хярхмю;+;кнфэ;;1260;0860;
2841;1041;27;DG66-1360-0920;DG03M;18;2021;1360-0920;1360;920;хярхмю;хярхмю;+;кнфэ;;1360;0920;
2842;1042;28;DG66-1340-0880;DG03M;18;2021;1340-0880;1340;880;хярхмю;хярхмю;+;кнфэ;;1340;0880;
2843;1043;29;DG66-1360-0900;DG03M;18;2021;1360-0900;1360;900;хярхмю;хярхмю;+;кнфэ;;1360;0900;
2844;1044;30;DG66-1360-1100;DG03M;18;2021;1360-1100;1360;1100;хярхмю;хярхмю;+;кнфэ;;1360;1100;
2845;1045;31;DG66-0620-0500;DG03M;18;2021;0620-0500;620;500;хярхмю;хярхмю;+;кнфэ;;0620;0500;
2846;1046;32;DG66-0580-0560;DG03M;18;2021;0580-0560;580;560;хярхмю;хярхмю;+;кнфэ;;0580;0560;
2847;1047;33;DG66-1420-0860;DG03M;18;2021;1420-0860;1420;860;хярхмю;хярхмю;+;кнфэ;;1420;0860;
2848;1048;34;DG66-0600-0500;DG03M;18;2021;0600-0500;600;500;хярхмю;хярхмю;+;кнфэ;;0600;0500;
2849;1049;35;DG66-0620-0480;DG03M;18;2021;0620-0480;620;480;хярхмю;хярхмю;+;кнфэ;;0620;0480;
2850;1050;36;DG66-0620-0600;DG03M;18;2021;0620-0600;620;600;хярхмю;хярхмю;+;кнфэ;;0620;0600;
2851;1051;37;DG66-1480-0920;DG03M;18;2021;1480-0920;1480;920;хярхмю;хярхмю;+;кнфэ;;1480;0920;
